loss,accuracy,val_loss,val_accuracy,lr
1.61623215675354,0.19151943922042847,1.6045715808868408,0.41329479217529297,0.0003000000142492354
1.6118661165237427,0.21554769575595856,1.6378588676452637,0.2774566411972046,0.0003000000142492354
1.6085680723190308,0.23674911260604858,1.6212629079818726,0.04624277353286743,0.0003000000142492354
1.4940788745880127,0.317314475774765,1.3011819124221802,0.46531790494918823,9.999999747378752e-05
1.4236865043640137,0.3618374466896057,1.2966920137405396,0.45086705684661865,9.999999747378752e-05
1.3751840591430664,0.40424028038978577,1.4104527235031128,0.3612716794013977,9.999999747378752e-05
1.2919434309005737,0.4565370976924896,1.3525042533874512,0.37283235788345337,9.999999747378752e-05
1.1928884983062744,0.49823322892189026,1.0982729196548462,0.5317919254302979,9.999999747378752e-05
1.1254194974899292,0.5455830097198486,1.1198817491531372,0.5289017558097839,9.999999747378752e-05
1.0380089282989502,0.5745583176612854,1.0820969343185425,0.5,9.999999747378752e-05
0.9135728478431702,0.6395759582519531,1.064449667930603,0.5289017558097839,9.999999747378752e-05
0.871968150138855,0.6445229649543762,0.8945634365081787,0.6271676421165466,9.999999747378752e-05
0.795728862285614,0.6734982132911682,0.8589031100273132,0.647398829460144,9.999999747378752e-05
0.7350208759307861,0.703180193901062,0.7678191065788269,0.6791907548904419,9.999999747378752e-05
0.6162428855895996,0.7575971484184265,0.9553369879722595,0.5924855470657349,9.999999747378752e-05
0.5914980173110962,0.7660777568817139,0.7649745941162109,0.6791907548904419,9.999999747378752e-05
0.4902934730052948,0.8028268814086914,0.9353644847869873,0.6791907548904419,9.999999747378752e-05
0.5037709474563599,0.8028268814086914,0.6426477432250977,0.7254335284233093,9.999999747378752e-05
0.4268278479576111,0.8275618553161621,0.7102841138839722,0.7138728499412537,9.999999747378752e-05
0.4339772164821625,0.8240282535552979,0.6392437815666199,0.7283236980438232,9.999999747378752e-05
0.4031384587287903,0.8473498225212097,0.8459831476211548,0.6705202460289001,9.999999747378752e-05
0.3727964460849762,0.8459364175796509,0.7149866819381714,0.7196531891822815,9.999999747378752e-05
0.3301202356815338,0.8678445219993591,0.6448445916175842,0.763005793094635,9.999999747378752e-05
0.24574826657772064,0.9081271886825562,0.7116154432296753,0.763005793094635,4.999999873689376e-05
0.24003548920154572,0.8989399075508118,0.6967377066612244,0.7572254538536072,4.999999873689376e-05
0.20789438486099243,0.9342756271362305,0.6317490339279175,0.7861271500587463,4.999999873689376e-05
0.1932159811258316,0.9328621625900269,0.6391214728355408,0.7832369804382324,4.999999873689376e-05
0.19353191554546356,0.9243816137313843,0.6753803491592407,0.7861271500587463,4.999999873689376e-05
0.2122901976108551,0.9236749410629272,1.149396538734436,0.6878612637519836,4.999999873689376e-05
0.14190572500228882,0.9469964504241943,0.6180028319358826,0.7861271500587463,2.499999936844688e-05
0.13921836018562317,0.9519434571266174,0.6826115846633911,0.7687861323356628,2.499999936844688e-05
0.13194282352924347,0.9583038687705994,0.7253657579421997,0.7947976589202881,2.499999936844688e-05
0.10596980899572372,0.959717333316803,0.6977134943008423,0.8034682273864746,2.499999936844688e-05
0.09254856407642365,0.9667844772338867,0.7939093112945557,0.7861271500587463,1.249999968422344e-05
0.07717224955558777,0.9752650260925293,0.7494817972183228,0.8034682273864746,1.249999968422344e-05
0.07613305747509003,0.9731448888778687,0.7606459856033325,0.7890173196792603,1.249999968422344e-05
0.06631997227668762,0.9766784310340881,0.7633196115493774,0.8063583970069885,6.24999984211172e-06
0.07254863530397415,0.9759717583656311,0.753106951713562,0.7890173196792603,6.24999984211172e-06
0.06480532884597778,0.9802120327949524,0.771113395690918,0.7976878881454468,6.24999984211172e-06
0.05276145413517952,0.9837455749511719,0.7336975932121277,0.8034682273864746,3.12499992105586e-06
